,pdf_name,date1,time1,date2,time2,mr_address,en_address,Latitude,Longitude,Google Maps Address
275,176.pdf,27/07/2025,01:12,27/07/2025,01:12," कापड बाझार US, HUSA बार च्या बाहेर, माहिम पश्‍चिम मुंबई 400016, ","Kappa Bazar US, Off HUSA Bar, Mahim West Mumbai 400016,",19.1198242,72.846531,"Andheri, Railway Colony, Andheri East, Mumbai, Maharashtra 400053, India"
276,177.pdf,09/05/2025,11:30,09/05/2025,11:35," अंधेरी रेल्वे स्थानकाच्या बाहे, सबवे जाणाऱ्या रस्त्यावर, अंधेरी, पुर्व, मुंबई,  ","Beside Andheri Railway Station, Subway Road, Andheri, East, Mumbai,",19.032012,72.8401043,"Mahim West, Mahim, Mumbai, Maharashtra, India"
277,178.pdf,27/07/2025,01:17,27/07/2025,01:17," कापड बाझार US, HUSA बार च्या बाहेर, माहिम पश्‍चिम मुंबई 400016, ","Kappa Bazar US, Off HUSA Bar, Mahim West Mumbai 400016,",19.1178548,72.8631304,"Andheri East, Mumbai, Maharashtra, India"
278,179.pdf,19/04/2025,18:30,19/04/2025,18:40," अंधेरी रेल्वे स्टेशन शेजारील , मार्केट, अंधेरी पुर्व , मुंबई,   ","Near Andheri Railway Station, Market, Andheri East, Mumbai,",19.0498586,72.8351883,"Western Express Hwy, Bandra West, Mumbai, Maharashtra, India"
279,180.pdf,24/01/2025,20:30,24/01/2025,23:00," कोंबडी गल्ली, वेस्टर्न , एक्सप्रेस हायवे वांद्रे प 4, ","KOMBDI GALLI, WESTERN , EXPRESS HIGHWAY BANDRA P 4,",19.032012,72.8401043,"Mahim West, Mahim, Mumbai, Maharashtra, India"
280,181.pdf,27/07/2025,01:20,27/07/2025,01:20," कापड बाझार US, HUSA बार च्या बाहेर, माहिम पश्‍चिम ,मुंबई 400016 ","Kappa Bazar US, Off HUSA Bar, Mahim West, Mumbai 400016",19.0164961,72.83520779999999,"Plot No, SUGEE SADAN, 399, Gokhale Rd S, opposite NMC School, Dadar West, Dadar, Mumbai, Maharashtra 400028, India"
281,182.pdf,08/02/2025,21:50,08/02/2025,22:05," गोखले रोड, आर बीएल बँकेचे ATM, दादर प मुंबई , ","Gokhale Road, RBL Bank ATM, Dadar P Mumbai,",19.1235666,72.853916,"Nicolas Wadi Rd, Andheri East, Mumbai, Maharashtra, India"
282,183.pdf,09/05/2025,12:30,09/05/2025,12:40," रिजन्सी हटेल समोर,, निकोलसवाडी, गुंदवली, अंधेरी पूर्व ,मुंबई   ","Opposite Regency Hutel,, Nicholaswadi, Gundawali, Andheri East, Mumbai",19.0335689,72.8505479,"Takandas Kataria Marg, Matunga East, Mumbai, Maharashtra, India"
283,184.pdf,01/04/2023,00:01,27/07/2025,10:30," नायकमोबाईल, टि एच कटारीया मार्ग,, मांटुगा रेसीडेन्सी वेल्फेअर , CHAM हाँटेल जवळ, ,भगत गल्ली,मांटुगा पश्‍चिम मुंबई-400016   ","Nayakmobile, T H Kataria Marg, Mantuga Residency Welfare, Near CHAM Hotel, Bhagat Galli, Mantuga West Mumbai-400016",19.108207,72.8795629,"Metro Station Marol Naka, Marol, Andheri East, Mumbai, Maharashtra 400059, India"
284,185.pdf,18/04/2025,10:30,18/04/2025,10:40," मरोळ मेट्रो स्टेशनचे वशरूम, अंधेरी पुर्व मुंबई,   ","Marol Metro Station Washroom, Andheri East Mumbai,",19.0370458,72.8390644,"2RPQ+RJ8, Kapad Bazar Rd, Mahim Bazar, Kapad Bazar, Mahim West, Mahim, Mumbai, Maharashtra 400016, India"
285,186.pdf,27/07/2025,23:00,27/07/2025,23:10," ओल्ड फिश मार्केट, पाकीजा बेकरीच्या मागे, कडल रोड,माहीम प, मुंबई ","Old Fish Market, Behind Pakija Bakery, Cuddle Road, Mahim P, Mumbai",19.1233127,72.8528516,"Old Nagardas Rd, Andheri East, Mumbai, Maharashtra, India"
286,187.pdf,26/04/2025,18:00,26/04/2025,18:20," नागरदास रोड,, अंधेरी पूर्व मुंबई ,   ","NAGARDAS ROAD, ANDHERI EAST MUMBAI,",19.032012,72.8401043,"Mahim West, Mahim, Mumbai, Maharashtra, India"
287,188.pdf,28/07/2025,01:00,28/07/2025,01:15," सायन माहिम लिंग रोड, रहेजा हॉस्पीटल समोर, माहीम पष्चिम, मुंबई 16, ","Sion Mahim Ling Road, Opposite Raheja Hospital, Mahim West, Mumbai 16,",19.1238103,72.8547841,"UMASHANKAR TIWARI Chawl, Ramdular Tiwari compound, Old Nagardas Cross Rd, Gundavali Gaothan, Andheri East, Mumbai, Maharashtra 400069, India"
288,189.pdf,28/04/2025,14:00,28/04/2025,14:30," तिवारी चायवाला, जवळील सार्वजनिक बाथरूम, गुंदवली अंधेरी पुर्व, मुंबई,  ","Tiwari Chaiwala, Near Public Bathroom, Gundawali Andheri East, Mumbai,",19.0384518,72.8435699,"St Gabriel Rd, New Dinkar Co Operative Housing Society, Mahim, Mumbai, Maharashtra 400016, India"
289,190.pdf,28/07/2025,01:30,28/07/2025,02:00," ग्रबीयल रोड, कनोसा हायस्कुल जवळ, माहीम पष्चिम, मुंबई 16, ","Grabial Road, Near Kanosa High School, Mahim West, Mumbai 16,",19.051016,72.8355244,"14, LK Mehta Marg, Reclamation, Bandra West, Mumbai, Maharashtra 400050, India"
290,191.pdf,24/01/2025,19:15,24/01/2025,19:15," लालमिट्टी जवळील फुटपाथवरती , वांद्रे प मुबंई, ","On Footpath Near Lalmitti, Bandra P Mumbai,",19.1198242,72.846531,"Andheri, Railway Colony, Andheri East, Mumbai, Maharashtra 400053, India"
291,192.pdf,08/05/2025,21:00,08/05/2025,21:30," अंधेरी रेल्वे स्टेशन ते , साकीनाका असा प्रवास करत, वेस्टर्न एक्सप्रेस हायवेच्या ख,अंधेरी पू मुंबई   ","Traveling from Andheri Railway Station to Sakinaka, Western Express Highway B, Andheri Po Mumbai",19.0382394,72.842099,"Lady Jamshedji Rd, Mahim West, Mahim, Mumbai, Maharashtra, India"
292,193.pdf,28/07/2025,12:00,28/07/2025,12:15," एलजे रोड, , मेराज हॉटेल समोर , माहिम पश्‍चिम,मुंबई 16,   ","LJ Road, Opposite Meraj Hotel, Mahim West, Mumbai 16,",19.0192343,72.81716519999999,"116, Golfa Devi Temple Rd, Koliwada, Worli, Mumbai, Maharashtra 400030, India"
293,194.pdf,02/02/2025,22:15,02/02/2025,22:30," 116, गोल्फादेवी रोड, पाखारी गल्ली , वरळी कोळीवाडा,मुंबई   ","116, Golfadevi Road, Pakhari Galli, Worli Koliwada, Mumbai",19.1195128,72.847903,"Agarkar Chowk, Railway Colony, Andheri East, Mumbai, Maharashtra 400069, India"
294,195.pdf,09/05/2025,19:15,09/05/2025,19:30," आगरकर चौक बस स्टप,, अंधेरी पूर्व, Aas,   ","Agarkar Chowk Bus Stop,, Andheri East, Aas,",19.0159674,72.8401283,"Shop No.14-B, Tower Building, Plot No. 241, Senapati Bapat Marg, opposite Ram Gopal Industrial Estate, Dadar West, Dadar, Mumbai, Maharashtra 400028, India"
295,196.pdf,28/07/2025,14:30,28/07/2025,14:30," तुलसी पाईप रोड,फुटपाथवर, , उन्नती सोसायटी समोर,, माहिम मुंबई 16 ,   ","TULSI PIPE ROAD, ON PAVEMENT, , OPPOSITE UNNATI SOCIETY,, MAHIM MUMBAI 16 ,",19.1122228,72.8673215,"Andheri - Kurla Rd, Mumbai, Maharashtra, India"
296,197.pdf,08/05/2025,19:15,08/05/2025,19:30," अंधेरी कुर्ला रोड, होली फमीली चर्च सिग्लवर,, चकाला, ,अंधेरी पुर्व, मुंबई  ","ANDHERI KURLA ROAD, HOLY FAMILY CHURCH SIGLWAR,, CHAKALA, ANDHERI EAST, MUMBAI",19.0453588,72.8434817,"2RWV+49X, Mahim - Sion Link Rd, Naya Nagar, Baba Saheb Ambedkar Nagar, Mahim, Mumbai, Maharashtra 400016, India"
297,198.pdf,28/07/2025,06:30,28/07/2025,15:00," राहते घर , नयानगर झोपडपट्टी,, रहेजा हस्पीटलचे समोर,,माहिम पश्‍चिम, मुंबई 400016   ","Residency House, Nayanagar Slum, Opposite Raheja Hospital, Mahim West, Mumbai 400016",19.1122228,72.8673215,"Andheri - Kurla Rd, Mumbai, Maharashtra, India"
298,199.pdf,09/05/2025,23:00,10/05/2025,00:30," अंधेरी कुर्ला रोड,, चकाला पेट्रोल पंपाजवळ सिग्नलवर, अंधेरी पुर्व, मुंबई  त ","Andheri Kurla Road, On Signal Near Chakala Petrol Pump, Andheri East, Mumbai",19.0389887,72.84002219999999,"Mahim Lohar Chawl, Mahim West, Mahim, Mumbai, Maharashtra 400016, India"
299,200.pdf,28/07/2025,18:30,28/07/2025,18:30," कापड बाजार रोड,, लोहार चाळ येथे फुटपाथ वर , माहिम पश्‍चिम मुंबई 16,   ","Cloth Bazaar Road, On Footpath at Lohar Chal, Mahim West Mumbai 16,",18.9581934,72.8320729,"Mumbai, Maharashtra, India"
300,201.pdf,27/04/2025,08:00,27/04/2025,11:30," 504, ऑलटेन हॉटेल , आगरकर चोक ONT पु मुंबई ,   ","504, Olten Hotel, Agarkar Chowk ONT PU Mumbai,",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
301,1112.pdf,25/02/2025,08:00,25/02/2025,08:00," सार्वजनिक सुलभ शौचालय, लालमिटी, बांद्रा प, मुंबई ;   ","Public Accessible Toilet, Lalmithi, Bandra P, Mumbai ;",19.139536,72.9238392,"Kombadi Galli, Farid Nagar, Bhandup West, Mumbai, Maharashtra 400078, India"
302,1108.pdf,23/02/2025,22:00,24/02/2025,02:30," कोंबडी गल्ली, वेस्टर्न एक्सप्र, वांद्रे प मुबंई50, ","KOMBDI GALLI, WESTERN EXPRESS, BANDRA P MUMBAI 50,",19.0489832,72.820672,"BJ Road, Bandra West, 400050, India"
303,1104.pdf,23/02/2025,20:30,23/02/2025,20:30," मन्नत बंगल्यासमोरील बस स्टाँप, बी जे रोड,वांद्रे पश्‍चिम,मुं,   ","Bus Stand Opposite Mannat Bungalow, BJ Road, Bandre West, Mun,",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
304,1106.pdf,01/01/2025,12:30,01/01/2025,13:00," व्हरायटी स्टोअर्स जवळ, बाजारा, वांद्रे प मुबंई 50,  ","Near Variety Stores, Bazaar, Bandra P Mumbai 50,",19.0544038,72.8375416,"1st Rd, S.V. Road, Bandra West, Mumbai, Maharashtra 400050, India"
305,1110.pdf,28/11/2024,00:00,28/11/2024,00:00," रूम नं 202, साई सागर सोस, सोसायटी, वांद्रे पश्‍चिम,,मुंबई 400050   ","Room No 202, Sai Sagar Sos, Society, Bandra West, Mumbai 400050",19.139536,72.9238392,"Kombadi Galli, Farid Nagar, Bhandup West, Mumbai, Maharashtra 400078, India"
306,1105.pdf,23/02/2025,23:00,24/02/2025,01:00," कोंबडी गल्ली, वांद्रे Recta, वांद्रे पषिचम, मुंबई 50, ","50, Kombadi Galli, Bandre Recta, Bandre Pashicham, Mumbai,",19.0602719,72.8362006,"Shop no.14, mall, 24th&33rd road, Bandra West, Mumbai, Maharashtra 400050, India"
307,1109.pdf,19/02/2025,01:00,19/02/2025,07:00," शाप क्र14, रिझवी गार्डन जवळ ,, मिनारा मस्जिद समोर,, रिक्‍लेमेशन रोड,,बांद्रा पश्‍चिम,मुंबई 50   ","Shop No.14, Near Rizvi Garden,, Opposite Minara Masjid,, Reclamation Road,, Bandra West, Mumbai 50",19.0552006,72.8308311,"Hill Rd, Bandra West, Mumbai, Maharashtra 400050, India"
308,1111.pdf,24/02/2025,20:30,24/02/2025,20:30," Vat स्टुडीओ, चेरी फिक शाँप जवळ, हिल रोड, वांद्रे प मुबंई,   ","Vat Studio, Near Cherry Fick Shampoo, Hill Road, Bandra, Mumbai,",19.0551998,72.8243492,"SHEKRI HOUSE,, 112, Chimbai Rd, behind St. Andrew's Church, Bandra West, Mumbai, Maharashtra 400050, India"
309,1107.pdf,15/12/2024,10:30,15/12/2024,10:30," 112 चिंबई ,, सेंन्ट न्डूज चर्चच्या , पाठीमागे, चिंबई ,,बांद्रा पश्‍चिम मुंबई 50  ","112 CHIMBAI ,, BEHIND ST NDO'S CHURCH, CHIMBAI ,, BANDRA WEST MUMBAI 50",19.0556421,72.83324680000001,"Ground Floor, Mezzanine and lower, Ground floor, Shop No. 1, 2, High peak chs ltd, 3 & 4 Hilton, Hill Rd, opp. Elco Arcade, W, Bandra West, Mumbai, Maharashtra 400050, India"
310,1113.pdf,25/02/2025,14:30,25/02/2025,14:30," कोटक महिंद्रा बंक समोर,, हिल रोड, वांद्रे पश्‍चिम, मुं,   ","Opp Kotak Mahindra Bunk,, Hill Road, Bandra West, Mun,",19.059334,72.8281503,"St Cyril Rd, Bandra West, Mumbai, Maharashtra 400050, India"
311,1116.pdf,28/07/2023,16:00,01/01/2024,00:00," फलट क्रमांक 601,602 6वा माळा , काॉँझ-इन बिल्डींग सेंट सिरिल , रोड वांद्रे प मुंबई 50 ,   ","Flat No. 601,602 6TH FLOOR, CAUNZ-IN BUILDING ST. CYRIL, ROAD BANDRA P MUMBAI 50,",16.6166719,74.1078459,"Shiroli, Maharashtra 416001, India"
312,1118.pdf,18/02/2024,00:00,08/01/2025,00:00," मु पो कुलाची शिरोली, , तालुका - हातकलंकडे,, जिल्हा - कोल्हापुर,   ","Mu Po Kulachi Shiroli, , Taluka - Hatkalnade,, District - Kolhapur,",19.0562415,72.8343024,"355, Ramdas Nayak Marg, Hill, Road, opposite Marks N Spencer, Bandra West, Mumbai, Maharashtra 400050, India"
313,1117.pdf,26/02/2025,00:50,26/02/2025,00:55," the nest पहिला माळा, , हॉटेल मेट्रो पलेस, हिल रोड,, वांद्रे पश्‍चिम,  मुंबई 50,  ","the nest First Floor, Hotel Metro Palace, Hill Road, Bandra West, Mumbai 50,",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
314,1115.pdf,25/02/2025,14:30,25/02/2025,14:30," लालमिठ्ठी परिसर, वांद्रे प मु, ","Lalmitthi Precinct, Bandra PMU,",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
315,1121.pdf,26/02/2025,15:15,26/02/2025,15:15," कोंबडी गल्ली, , वांद्रे पश्‍चिम मुंबई 50, ","KOMBDI GALLI, , BANDRA WEST MUMBAI 50,",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
316,1114.pdf,25/02/2025,14:35,25/02/2025,14:35," लव्ह गार्डन परिसर, कोंबडी गल्ल, वांद्रे प मुबंई 50,  ","Love Garden Complex, Kombadi Gall, Bandra P Mumbai 50,",19.060927,72.8465307,"Bandra East, Mumbai, Maharashtra, India"
317,1119.pdf,26/02/2025,14:30,26/02/2025,14:30," लालमिठ्ठी परिसर, फुटपाथवर,, वांद्रे प मुंबई 50 , ","Lalmithi Area, On Footpath,, Bandre P Mumbai 50 ,",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
318,1120.pdf,26/02/2025,15:30,26/02/2025,15:30," लालमिठ्ठी परिसर, , फुटपाथवर ,, वांद्रे पश्‍चिम मुंबई 50, ","LALMITHI COMPLEX, , ON PAVEMENT ,, BANDRA WEST MUMBAI 50,",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
319,1122.pdf,26/02/2025,15:15,26/02/2025,15:15," कोंबडी गल्ली, , वांद्रे पश्‍चिम मुंबई 50, ","KOMBDI GALLI, , BANDRA WEST MUMBAI 50,",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
320,1123.pdf,19/08/2023,00:00,19/08/2023,00:00," सीटी सर्व्हे ऑफीस, , म्हैसुर भवन, 4 व 5 माळा, , बांद्रा प, मुंबई 50,  ","CT Survey Office, , Mysore Bhavan, 4 & 5 Mala, , Bandra P, Mumbai 50,",19.0606564,72.8218326,"Kanta road, Bandra West, Mumbai, Maharashtra 400050, India"
321,1129.pdf,09/01/2025,15:00,09/01/2025,15:00," ओटरस क्लब,काटर रोड,, वांद्रे पश्‍चिम, मुंबई 50,   ","Otters Club, Katter Road, Bandra West, Mumbai 50,",19.051016,72.8355244,"14, LK Mehta Marg, Reclamation, Bandra West, Mumbai, Maharashtra 400050, India"
322,1125.pdf,27/02/2025,14:15,27/02/2025,14:15," लालमिठ्ठी परिसर, फुटपाथवर ,, वांद्रे पश्‍चिम मुंबई 50, ","Lalmitthi Area, On Footpath,, Bandra West Mumbai 50,",19.0545819,72.8344499,"50, Chinchpokli Rd, Santosh Nagar, Bandra West, Mumbai, Maharashtra 400050, India"
323,1127.pdf,27/02/2025,14:30,27/02/2025,15:00," संतोष गरेज ,, चिंचपोकळी रोड,, बांद्रा पश्‍चिम ,मुंबई 50,   ","Santosh Garage,, Chinchpokli Road,, Bandra West, Mumbai 50,",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
324,1128.pdf,03/08/2024,00:00,05/09/2024,00:00," रूम नं ए 22, , कमलपुश्प सोसायटी, , वांद्रे पश्‍चिम, मुंबई 50,   ","Room No A 22, , Kamalpushp Society, , Bandra West, Mumbai 50,",19.058555,72.841946,"161, Kherwadi Rd, MHB Colony, Bandra Terminus, Naupada Village, Bandra East, Mumbai, Maharashtra 400051, India"
325,1132.pdf,28/02/2025,01:30,28/02/2025,01:40," जैन मंदीर जवह बाजार रोड, ,वांद्रे प मुंबई 50 ,   ","Jain Mandir Jawah Bazar Road, Bandre P Mumbai 50,",19.0353849,72.8423036,"Mahim, Mumbai, Maharashtra, India"
326,1124.pdf,26/02/2025,20:30,26/02/2025,20:30," माहीम खाडी ब्रीज जवळ,, खाडी लगत,बीएमसीची लोखंडीचे, आडोशाला ,साउथ बॉन्ड वर, वांद्‌,  ","Near Mahim Khadi Bridge, Adjacent to Khadi, BMC's Railway, Adoshala, On South Bond, Vand,",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
327,1126.pdf,27/02/2025,14:25,27/02/2025,14:25," कोंबडी गल्ली, , बांद्रा पश्‍चिम मुंबई 50, ","KOMBDI GALLI, , BANDRA WEST MUMBAI 50,",19.0552006,72.8308311,"Hill Rd, Bandra West, Mumbai, Maharashtra 400050, India"
328,1130.pdf,03/08/2024,00:00,20/08/2024,00:00," 164 सेलाव्ही Fars, 164,मकडोनल्ड समोर हिल रोड, वांद्रे प मुंबई,   ","164 Selavy Fars, 164, Opposite Macdonald Hill Road, Bandra P Mumbai,",19.0561007,72.8339903,"400, 050, Waterfield Road, Bandra West, Mumbai, Maharashtra 400050, India"
329,1131.pdf,12/02/2025,21:00,12/02/2025,21:10," बीएमसी सार्वजनिक सुलभ, शौचालय समोर, पटेलनगरी,, शास्त्रीनगर, बांद्रा प, मुंबई, ","BMC Public Access, Opposite Toilet, Patelnagari,, Shastrinagar, Bandra P, Mumbai,",19.0667827,72.8333849,"Raheja Building, Bandra West, Mumbai, Maharashtra 400052, India"
330,1134.pdf,27/02/2025,03:00,27/02/2025,03:30," रहेजा बिल्डींग, तवा हॉटेल, बांद्रा प, मुंबई,   ","Raheja Building, Tawa Hotel, Bandra P, Mumbai,",19.05523,72.8320402,"50, Hill Rd, Ranwar, Bandra West, Mumbai, Maharashtra 400050, India"
331,1140.pdf,09/01/2025,17:00,09/01/2025,17:00," हिल रोड, वांद्रे पश्‍चिम, मुंबई 50,  ","Hill Road, Bandra West, Mumbai 50,",19.0551942,72.83733149999999,"S.V. Road, Bandra West, Mumbai, Maharashtra 400050, India"
332,1136.pdf,28/02/2025,00:30,28/02/2025,00:30," मदर अँन्ड सन स्टच्युजवळ , एस व्ही रोड वांद्रे पश्‍चिम मुं,  1 ","Near Mother and Son Statue, SV Road Bandra West Mun, 1",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
333,1135.pdf,28/02/2025,17:05,28/02/2025,17:05," लव्ह गार्डन परिसर, कोंबडी गल्ल, वांद्रे प मुबंई,  ","Love Garden Precinct, Kombadi Gall, Bandra P Mumbai,",19.0539656,72.8326935,"Bazar Rd, Bandra West, Mumbai, Maharashtra 400050, India"
334,1141.pdf,28/02/2025,22:30,28/02/2025,22:30," मच्छी मार्केट समोर,पितळवाडी,, बाजार रोड, वांद्रे पश्‍चिम, मुं,   ","Opposite Macchi Market, Pitalwadi, Bazar Road, Bandra West, Mun.",19.0558286,72.8373322,"Swami Vivekanand Rd, Bandra West, Mumbai, Maharashtra, India"
335,1137.pdf,28/02/2025,19:00,28/02/2025,19:10," एसव्हीरोडकडुन रेल्वे स्टेशन , कडे AON रोडवर बांद्रा तलाव , फुटपाथवर, वान्द्रे प, मुंबई ,  ","From SV Road to Railway Station, on AON Road to Bandra Lake, on Footpath, Bandra P, Mumbai,",19.139536,72.9238392,"Kombadi Galli, Farid Nagar, Bhandup West, Mumbai, Maharashtra 400078, India"
336,1133.pdf,28/02/2025,03:00,28/02/2025,03:05," कोंबडी गल्ली जवळ,, रिक्‍्लेमेशन ब्रिजखाल्री, , लालमिट्ठी, वांद्रेप  मुंबई-50,  ","Near Kombadi Galli,, Reclamation Brijkhalri, , Lalmitthi, Wandrep Mumbai-50,",19.0539656,72.8326935,"Bazar Rd, Bandra West, Mumbai, Maharashtra 400050, India"
337,1142.pdf,28/02/2025,22:30,28/02/2025,22:30," मच्छी मार्केट समोर,पितळवाडी,, बाजार रोड, वांद्रे पश्‍चिम, मुं,   ","Opposite Macchi Market, Pitalwadi, Bazar Road, Bandra West, Mun.",19.0491441,72.8276867,"KC Marg, Bandra West, Mumbai, Maharashtra 400050, India"
338,1139.pdf,28/02/2025,22:15,28/02/2025,22:20," कोंबडी गल्ली, के सी मार्ग , लालमटटी वांद्रे प मुंबई ,   ","KOMBDI GALLI, KC MARG, LALMATTI BANDRA P MUMBAI,",19.0530943,72.8404424,"3R3R+65P BUS DEPOT, PLOT NO.2, near Bandra, C Block BKC, SHASTRI NAGAR, Bandra West, Mumbai, Maharashtra 400050, India"
339,1138.pdf,28/02/2025,22:30,28/02/2025,22:40," शास्त्री नगर बस डेपोच्या मोकळय, मैदानामध्ये पडक्या भिंतीच्या ,  आडोशाला, स्टेशन जवळ,,वांद्रे, पश्‍चिम, मुंबई 1 ","Shastri Nagar Bus Depot Open Ground, Fallen Wall, Adoshala, Near Station, Bandra, West, Mumbai 1",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
340,1143.pdf,28/02/2025,23:40,28/02/2025,23:50," लालमिट्टी, नर्गिसदत्तनगर, , वांद्रे पश्‍चिम मुंबई 50,   ","Lalmitty, Nargisduttanagar, , Bandra West Mumbai 50,",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
341,1144.pdf,28/02/2025,23:40,28/02/2025,23:50," लालमिट्टी, नर्गिसदत्तनगर, , वांद्रे पश्‍चिम मुंबई 50,   ","Lalmitty, Nargisduttanagar, , Bandra West Mumbai 50,",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
342,1145.pdf,28/02/2025,23:30,28/02/2025,23:40," आपला दवाखाना जवळील, मोकळया जागेत शास्त्री नगर,, वांद्रे पश्‍चिम मुंबई,  ","Our clinic is near by, in open space Shastri Nagar, Bandra West Mumbai,",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
343,1146.pdf,28/02/2025,23:30,28/02/2025,23:40," आपला दवाखाना जवळील, मोकळया जागेत शास्त्री नगर,, वांद्रे पश्‍चिम मुंबई,  ","Our clinic is near by, in open space Shastri Nagar, Bandra West Mumbai,",19.0515529,72.8327674,"KC Marg, Reclamation, Bandra West, Mumbai, Maharashtra 400050, India"
344,1149.pdf,28/02/2025,23:25,28/02/2025,23:35," वांद्रे रिकलेमेशन फ्लाय ओव्हर, पश्‍चिम, मुंबई ,  व्हर, ब्रिजच्या खाली, Revert, वांद्रे ","Bandra Reclamation Fly Over, West, Mumbai, Ver, Under Bridge, Revert, Bandra",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
345,1147.pdf,28/02/2025,23:55,28/02/2025,23:55," लव्ह गार्डन परिसर,, कोंबडी गल्ली, वांद्रे प, मुं, ","Love Garden Premises,, Kombadi Galli, Bandra P, Mun,",19.0504144,72.8375614,"14, LK Mehta Marg, Reclamation, Bandra West, Mumbai, Maharashtra 400050, India"
346,1151.pdf,06/01/2025,15:30,07/01/2025,11:30," बांद्रा अग्निशमन केंद्र, एलके, मेहता मार्ग,, बांद्रा पश्‍चिम, मुं,   ","Bandra Fire Station, LK, Mehta Marg,, Bandra West, Mun,",19.0515529,72.8327674,"KC Marg, Reclamation, Bandra West, Mumbai, Maharashtra 400050, India"
347,1150.pdf,28/02/2025,23:25,28/02/2025,23:35," वांद्रे रिकलेमेशन फ्लाय ओव्हर, पश्‍चिम, मुंबई ,  व्हर, ब्रिजच्या खाली, Revert, वांद्रे ","Bandra Reclamation Fly Over, West, Mumbai, Ver, Under Bridge, Revert, Bandra",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
348,1148.pdf,28/02/2025,23:55,28/02/2025,23:55," लव्ह गार्डन परिसर,, कोंबडी गल्ली, वांद्रे प, मुं, ","Love Garden Precinct,, Kombadi Galli, Bandra P, Mun,",19.0772858,72.8674286,"3VG8+WX7, Church Rd, Kolivery Village, Kunchi Kurve Nagar, Kalina, Santacruz East, Mumbai, Maharashtra 400029, India"
349,1153.pdf,01/03/2025,00:30,01/03/2025,00:40," शास्त्रीनगर, बीएमसी मैदान, , वांद्रे पश्‍चिम, मुंबई 50,   ","Shastri Nagar, BMC Ground, , Bandra West, Mumbai 50,",19.0813949,72.8498401,"23, Oasis, Nehru Road, Vakola, Santacruz East, 3RMX+3HQ, Demello Compound, Ashok Nagar, Santacruz East, Mumbai, Maharashtra 400055, India"
350,1154.pdf,01/03/2025,00:40,01/03/2025,00:50," यु ब्रिज खाली, सार्वजनिक , शोंचालयाचे जवळ,, लालमिट्टी, वांद्रे प  मुंबई , ","Under U Bridge, Public, Near Shonchalaya,, Lalmitty, Bandra P Mumbai,",19.05523,72.8320402,"50, Hill Rd, Ranwar, Bandra West, Mumbai, Maharashtra 400050, India"
351,1157.pdf,01/03/2025,15:30,01/03/2025,15:30," बाटा शोरूम जवळ,, हिल रोड वर,, वांद्रे, पश्‍चिम, मुंबई 50, ","NEAR BATA SHOWROOM,, ON HILL ROAD,, BANDRA, WEST, MUMBAI 50,",19.051016,72.8355244,"14, LK Mehta Marg, Reclamation, Bandra West, Mumbai, Maharashtra 400050, India"
352,1161.pdf,28/02/2025,10:30,28/02/2025,10:30," आपला दवखाना समोर लालमिट्टी, वांद्रे प मुबंई 50,   ","Opposite Apa Davkhana Lalmitti, Bandre P Mumbai 50,",19.05523,72.8320402,"50, Hill Rd, Ranwar, Bandra West, Mumbai, Maharashtra 400050, India"
353,1158.pdf,01/03/2025,15:30,01/03/2025,15:30," बाटा शोरूम जवळ,, हिल रोड वर,, वांद्रे, पश्‍चिम, मुंबई 50, ","NEAR BATA SHOWROOM,, ON HILL ROAD,, BANDRA, WEST, MUMBAI 50,",19.0813949,72.8498401,"23, Oasis, Nehru Road, Vakola, Santacruz East, 3RMX+3HQ, Demello Compound, Ashok Nagar, Santacruz East, Mumbai, Maharashtra 400055, India"
354,1155.pdf,01/03/2025,00:40,01/03/2025,00:50," यु ब्रिज खाली, सार्वजनिक , शोंचालयाचे जवळ,, लालमिट्टी, वांद्रे प  मुंबई , ","Under U Bridge, Public, Near Shonchalaya,, Lalmitty, Bandra P Mumbai,",19.0813949,72.8498401,"23, Oasis, Nehru Road, Vakola, Santacruz East, 3RMX+3HQ, Demello Compound, Ashok Nagar, Santacruz East, Mumbai, Maharashtra 400055, India"
